Order_code,Cost,minPrice,maxPrice,avgPrice,sdPrice,Start_dt,end_dt
a80570h,2070,200,5000,2227.6667,1191.146218,11/2/1956,12/27/2018
u48863v,1887,350,4399,1934,962.4126584,7/25/1905,8/19/2029
e43774d,4557,200,5800,1754.4918,972.9244848,11/22/1934,10/25/2030
x79767r,716,199,4999,1750.1311,1033.84245,5/7/1911,10/19/2020
d35052c,4953,180,6200,1599.9277,836.8434541,7/6/1925,10/22/2024
f52491l,5395,120,6900,1292.1217,808.4988535,1/12/1916,7/25/2030
q64664c,1408,111,3800,1252.1667,912.855382,5/15/1981,4/13/2020
m20731f,668,520,6500,1926.5,1532.279756,5/28/1926,2/8/2019
r95448y,3360,200,3890,2658.1818,1116.177065,1/3/1967,12/4/2029
n30239e,2281,600,3950,2817.8571,927.7559606,2/10/2005,11/28/2019
y41831q,1666,1000,4490,2803.7826,1086.033347,10/26/1925,12/2/2019
p70691z,5822,550,6990,2775.7647,1518.600692,3/4/1973,10/24/2027
i65893l,719,250,5999,2409.1951,1208.937837,4/9/1901,4/2/2029
e70671k,5280,150,6000,1892.3261,1110.511771,1/13/1978,2/8/2018
s89218i,6137,150,8250,2031.783,1157.910464,6/9/1925,2/3/2029
n28694t,12568,140,17750,1683.5561,1396.398321,5/7/1941,6/9/2026
l63589w,2966,150,3800,1927.0323,1109.105262,11/16/2005,6/20/2023
p10952g,4444,500,4500,2034.375,1101.946963,3/23/2013,8/12/2024
x29745a,4154,600,10900,4128.8095,2618.360767,9/18/1918,8/25/2028
l31371a,874,800,7500,3523.4211,1670.803189,4/27/1962,9/20/2019
b99042x,2845,200,7900,2767.2188,1671.168392,9/16/1913,10/2/2025
s29820w,2645,500,8450,2942.8,1818.582553,7/14/1972,7/19/2027
y61844f,1386,250,10000,2693.8944,1653.705339,9/7/1923,1/27/2023
g76867i,2665,120,17000,1934.7629,1339.521268,9/19/1987,1/19/2028
n44462k,1479,150,2800,1446.75,768.9393263,2/3/1933,6/4/2028
s46712z,4454,1200,6999,4186.8462,1979.468687,10/24/1919,3/14/2019
a57660p,6012,500,7300,3163.8462,2091.644691,4/20/1944,4/26/2018
k92811z,5328,499,7400,3213.08,1892.976765,1/10/1927,7/1/2021
o34191m,1071,450,8300,2633.931,1796.294544,7/25/2014,9/15/2028
z95676h,9458,130,10999,1865.2867,1217.685571,12/22/1933,3/27/2019
s67059t,4805,150,6500,1760.64,1444.575145,5/27/1979,11/27/2030
h64596h,3123,1685,9500,6116.7143,1940.504626,11/26/1922,5/28/2022
x29277q,13820,500,16900,7932.4167,5296.998292,10/10/1972,1/13/2020
r27033q,8645,350,9000,4189.9342,2031.64713,4/7/1910,3/16/2022
o24565m,4586,150,16500,2767.5262,2138.905973,3/27/1949,11/8/2026
z74574j,5445,500,12000,4847.75,2605.461138,2/14/1934,6/19/2022
v95198m,260,220,15900,3102.7423,1840.745243,1/22/1974,6/11/2023
x77263l,5887,400,11800,4889.56,2876.120138,7/11/1943,4/6/2023
d10251t,3496,150,19000,3565.5209,2047.768883,6/10/1991,9/11/2024
s80244h,13473,3500,13900,7691.3846,2966.945296,4/12/1972,7/10/2018
w48315g,7072,4300,13500,8277.1154,2622.527324,10/5/1902,4/16/2021
i98495x,13637,200,33250,5059.254,3985.522107,7/15/1974,6/21/2023
l81989b,17297,400,18500,4464.8889,2583.386266,2/3/1945,8/11/2019
p86678p,13077,1300,15450,5537.2679,2894.406209,12/14/1986,11/3/2028
d62033l,7386,444,12850,5648.161,3013.497295,10/24/1953,3/18/2026
y99786i,9875,200,30000,8102.3441,6468.262183,1/9/2014,8/20/2026
o93392s,14640,2200,16000,5954.1905,3499.568227,10/20/1910,7/11/2028
l78478u,7085,2500,21911,8095.7407,4393.389973,2/8/1907,6/22/2029
h80049o,35815,4500,53000,9913.1852,9074.288394,6/1/1951,2/25/2019
p43462s,4671,3000,19500,11531.4545,5084.035805,8/7/1958,10/11/2030
i73569m,844,450,2500,1371.1136,495.0159876,1/17/1974,3/16/2028
n67729b,1053,150,3400,1298.6989,652.3309736,7/3/1944,1/2/2029
l25729p,4451,150,5200,1232.4333,985.3775819,4/27/1923,1/10/2022
q34260q,1345,299,2999,1733.8889,725.8312391,7/17/2010,9/19/2028
k38389z,2139,500,4499,1985.2424,916.6427555,12/2/1961,7/28/2018
z11458c,5655,250,7890,2100.8571,1148.453548,5/2/2012,3/1/2018
e45210f,531,130,4400,1473.9333,828.9770135,8/1/1949,2/20/2026
e56837u,3348,275,3950,1542.0917,674.563298,5/16/1925,8/24/2022
j94446q,1361,200,3600,1399.4094,708.2448105,9/5/1954,5/9/2021
i84693d,3158,150,5490,1365.023,667.7365148,10/15/1926,9/3/2026
x67048o,1876,111,8800,1158.6366,625.9675504,5/6/1905,10/21/2025
u70595n,419,299,3499,1441.3333,929.8432962,7/27/1952,4/17/2028
u11162s,4190,500,5680,2717.7143,1318.719857,1/20/1901,11/9/2030
n72680x,2983,1050,4900,2732.8333,1102.431769,6/21/1901,1/10/2021
c46513z,2498,750,4250,2265.1471,802.2450899,10/23/1993,7/2/2028
w31625h,3180,200,3950,2141.3478,955.9158644,2/24/1955,7/23/2026
i27759x,3009,199,4990,2379.5,880.4886605,7/21/1984,12/13/2020
m68318a,5807,250,5990,1934.6931,909.2732245,6/27/1901,1/15/2024
k88685d,5729,150,5900,1838.3312,880.4420096,11/26/1953,2/10/2025
k33911t,6912,150,17500,1517.5285,963.3722696,5/14/2008,11/2/2026
q15179n,8615,300,10999,2103.8,2567.278538,5/3/1914,2/1/2030
v38768i,2741,650,5100,2186.3636,1574.381684,9/7/1993,5/9/2018
f71097u,4260,1650,4700,3352.8571,1081.780467,4/27/1976,5/18/2029
h39139q,2728,1000,6200,3272.6538,1252.217385,5/10/2013,1/16/2023
r89087h,2816,900,6250,2928.75,1465.386266,2/28/1996,8/3/2023
i23263c,1856,750,4799,2481.4286,956.2444184,9/16/1914,2/3/2018
l53762t,1816,800,9900,2814.5309,1826.669404,11/4/2004,4/10/2021
b91919k,4655,250,7000,2182.4144,1020.855873,8/7/1989,3/21/2018
g92833p,5598,150,23800,1997.474,1687.17049,4/8/1947,12/1/2026
v49820u,833,200,3990,1796.0357,1000.098084,12/15/1935,11/17/2029
a84127c,14135,500,15999,3812.5455,4315.132703,3/14/1919,10/13/2030
e75353c,6357,1300,7500,3846.3333,1625.324395,5/11/1971,1/1/2018
a16132j,11733,300,16900,3811.6667,3338.989487,3/16/2007,9/13/2021
g96553k,5439,499,8999,3135.0323,1815.95846,2/13/1954,5/2/2025
f54438n,1048,600,7900,3074.7073,1684.928011,7/2/1974,12/7/2027
n65084k,1794,350,9750,3041.3486,1584.14856,3/24/1981,7/14/2022
m99047k,55477,130,99999,2319.4819,2439.748546,10/3/1974,11/20/2026
p55382f,2170,1650,6200,4604.4545,1529.541902,5/23/1997,10/28/2021
w95390q,5511,900,6620,3962.5,1622.375445,7/6/1985,2/14/2023
o53258b,3266,600,7900,3883.0952,1766.089355,5/28/2000,5/4/2024
l91347q,735,490,7000,3129,1668.25315,9/3/1940,6/8/2030
y66746i,11989,500,12990,3168.9835,1863.141509,7/10/2014,7/7/2025
j37534k,22321,180,28800,2472.613,1408.96772,1/13/1975,12/10/2019
l73312k,4892,2590,8500,4996.4783,1798.1091,10/22/1973,3/25/2025
d58844x,9689,1000,20750,4834.8654,2197.604098,2/27/2016,9/24/2026
g61779y,5159,150,23490,3336.6477,2380.63757,11/19/1912,1/2/2023
b96472k,1925,1199,8500,3887.8462,2484.608276,7/7/1932,10/3/2019
s98979c,9407,999,11500,7522.7857,3169.14288,3/9/1956,6/1/2022
t77962r,9439,850,11000,5353.3077,2406.33946,7/13/2004,10/2/2027
t43949c,9440,300,11699,3454.6241,1700.980825,2/18/2001,6/2/2024
r21315k,3585,3300,12950,8573,2855.160295,11/13/1942,7/9/2022
f21038p,9940,700,10000,6604.2941,2716.261634,2/8/2017,11/19/2025
c39630w,10372,900,10499,5695.6316,2232.222157,1/18/1985,10/19/2022
b19497j,13881,180,18000,3885.4973,2065.549975,6/2/1941,4/2/2026
e88651k,14876,750,14999,9011.2083,4182.328438,4/20/1911,1/6/2028
r55621u,17414,500,27500,4805.2864,2994.620432,5/14/1973,6/19/2025
i19377g,4090,1500,13900,8322.75,3382.139563,10/5/1976,4/6/2024
q19721e,17672,1450,19500,6066.8967,2853.749177,6/2/1991,10/27/2022
f95447v,11975,6800,37000,15659.9333,6681.48447,4/7/1926,5/10/2018
o17671r,24500,599,27490,6723,5391.690894,10/22/1963,1/10/2021
v98585j,13591,1000,22500,6153.5699,3373.35569,2/27/1919,1/3/2018
i89985n,24081,6500,25500,18987.25,4938.867551,6/1/1901,12/21/2018
u63414l,15202,10800,38000,20339,7672.183625,10/26/1902,7/25/2019
u76263w,7464,400,32900,10034.9667,8115.5008,12/15/1968,4/12/2026
f74279x,7139,2500,18299,8483.9091,3757.243415,10/11/1981,8/28/2024
f34926v,11346,1000,16800,7551.2,3891.168894,7/12/2011,7/27/2029
w34925y,6330,4500,17900,13277.0909,4455.506612,8/27/1973,4/18/2024
n74479e,3101,150,3999,1702.0556,867.7277781,11/28/1940,6/8/2022
p40122m,2248,150,3390,1780.5676,744.5553195,1/2/1972,8/11/2019
y29914p,2829,150,3900,1596.9266,736.6337856,11/17/1928,5/21/2023
h52124u,2521,275,2999,1167.1538,711.7141654,1/10/1948,2/13/2020
w55940w,4250,850,4390,2956.8125,1055.534771,7/27/1929,6/6/2030
s55555o,4144,120,5590,2667.3,1084.905346,11/16/1940,2/16/2029
h77887c,3695,350,4490,2284.2727,1325.28495,2/27/1936,11/10/2020
h27061y,3834,250,3900,2048.1765,681.1169231,12/28/1922,3/22/2019
e54112p,1253,350,3950,1748.2319,862.6149013,1/3/1981,2/22/2022
y74786q,1545,450,3750,1859.439,652.2833272,1/26/1939,11/19/2025
a46951d,2942,180,3800,1824.52,779.8439521,12/6/1970,6/28/2022
k69389p,3474,200,4399,1801.6118,754.9338357,5/9/1975,5/27/2027
w86887k,5674,175,6299,1602.1743,716.5346263,8/2/1942,5/26/2030
x17997l,2670,140,4650,1377.7368,635.9302933,1/23/1912,1/17/2029
t82658g,2898,250,3400,1713.5833,912.126084,1/14/2009,5/7/2029
z91311a,4311,2399,6800,3816.4167,1313.962484,6/25/1960,10/24/2020
q71962r,679,550,5900,3790.8125,1181.991657,4/3/1908,10/27/2020
t71225a,6321,1150,6500,2788.4419,1036.248204,6/10/1914,8/18/2021
j42127l,6906,300,7950,2432.8857,1412.22173,5/15/1996,4/14/2028
p17270t,1413,500,4300,2343.069,887.8786781,6/10/1973,8/27/2023
v42891e,3377,699,5690,2441.6907,970.5095841,3/2/1936,1/9/2021
z64625b,304,250,7950,2134.5638,992.970535,1/24/1989,5/7/2023
g53999c,12231,150,22500,1762.6414,1062.776262,3/25/1990,10/5/2023
g74255n,928,190,8200,2074.4,1647.862173,10/14/1997,1/8/2025
o62872y,6311,550,6999,4132.2143,1847.428722,6/4/1916,3/21/2030
a13387q,3785,600,5900,3250.0741,1190.856023,7/28/1914,11/20/2030
w94549t,3673,999,5600,2736.7857,1273.150489,8/17/1994,11/21/2027
r45890y,1300,750,6050,2998.9556,1063.340417,11/17/1963,7/25/2029
a96634t,4531,200,6200,2630.1486,1126.480092,12/15/1999,2/18/2028
p88763m,4479,485,25900,2751.7866,2008.777612,4/7/1903,6/19/2029
k51434r,11069,111,19490,2268.8341,1477.733068,8/11/1943,9/27/2029
a66813f,7870,550,16900,3407.0714,3884.716398,2/8/1900,10/20/2019
g11114e,6246,2490,6500,4345.4545,1118.248335,9/28/1967,8/19/2021
g25671t,4133,2650,7555,5064.1667,1481.839838,2/10/1930,11/21/2024
f96578h,3361,2350,6950,4545.6842,1287.182359,3/24/1973,4/1/2021
j63142u,7825,1250,9500,4229.3636,1740.125802,5/14/1914,2/28/2029
r71669c,12274,900,15900,4114.8333,2219.315354,5/1/1970,4/1/2028
j35546u,2022,450,8590,3429.3158,1414.362465,8/20/2016,11/2/2029
u87294j,4779,120,19990,2536.0783,1517.689332,7/19/1915,4/3/2021
x25590c,3283,1900,4700,3037.5,882.4976393,1/8/1940,6/4/2018
w91572t,6735,500,9800,5108.0909,2487.141128,1/23/1946,5/5/2028
o69630c,2898,250,8990,4267.7931,1865.039084,4/8/1931,4/12/2026
w17243g,1738,599,9250,4943.0645,1861.393112,3/18/1954,10/2/2030
i48120q,3917,500,9800,4273.7083,2300.627731,11/17/1935,12/8/2018
w91757t,4225,500,14000,3926.3926,2074.365967,6/2/1975,10/25/2018
o42075e,9427,250,9999,2766.1771,1340.9964,4/16/1945,11/9/2023
u19084c,2544,350,4850,2215.8462,1417.024013,7/7/1976,5/7/2022
r97926e,5395,2300,9990,6127,2183.548815,11/27/1962,9/15/2028
k54097r,2494,950,8990,4692.8077,2290.623983,9/6/1929,2/1/2021
x79715v,8404,700,11999,5550.3861,2190.962892,6/2/1943,9/22/2027
l45058g,10421,321,33000,3804.707,2600.125664,9/6/1904,3/15/2025
d16179a,6265,5800,13500,9472.2308,2091.752602,5/11/1971,8/23/2020
v11768e,11696,5500,11900,8282.5714,1755.806559,4/23/1947,9/8/2018
y35625g,10699,2250,11900,6261.2308,2888.330184,3/11/1907,1/16/2022
a39940h,5966,4900,12999,7132.6111,2181.29116,5/7/1980,3/21/2028
i42818f,10005,999,12500,6333.6714,2458.856515,9/15/1901,7/13/2020
x27918u,7000,349,11360,4471.5589,1896.156154,1/20/1931,2/22/2028
c51655n,7916,3700,15800,8052.8462,3499.40432,4/9/1950,2/17/2025
b40124w,8306,2900,10800,6006.6,2458.879794,1/9/1987,8/14/2026
z79574y,8818,1200,12900,6374.675,2920.209105,2/4/2006,4/21/2026
a17170f,8377,420,21900,4325.3321,2156.465587,11/4/1989,12/4/2022
k74514x,11077,1500,13900,8150.4138,2855.839287,6/13/1909,2/5/2022
l46932t,926,900,14900,5436.0702,2391.395939,12/22/1931,9/1/2022
i65041o,15115,4500,17900,10355.3913,3237.289778,4/18/1936,1/7/2027
s52473r,12692,1000,24900,7159.0058,3103.783721,10/24/1922,11/18/2018
e56656v,39395,990,46900,8230.2692,6662.521602,6/21/1917,10/14/2028
g23783t,12247,1750,13500,6388.9583,2234.774215,12/9/1995,12/9/2029
m27539i,17704,6700,31900,14871,6088.886342,8/9/1997,8/15/2019
p52522q,13473,2100,59000,10067.5673,6818.296812,1/8/1976,5/7/2024
e74769v,16503,1500,39900,20525.8947,13418.80315,6/15/2001,2/27/2028
q44129c,13737,3333,20500,9834.1282,4572.271686,2/17/1950,3/21/2023
o54929j,14083,3750,16500,7859.7368,3118.710983,7/10/1910,8/7/2030
m31022y,1341,600,3490,2207.9,699.7197225,1/3/1933,1/10/2022
d86785t,2661,250,4790,1998.0822,935.9996744,12/18/2005,12/15/2029
w85448s,3510,490,4300,2364.8947,874.2605835,6/22/2007,9/16/2019
m15322r,3589,300,3900,2247.6389,948.3128924,7/19/1936,8/6/2024
p97693o,810,150,4999,2198.2254,1007.363064,8/17/1953,12/5/2028
x18784b,4794,300,5200,2127.9146,896.7380889,12/5/1941,11/9/2018
p74146f,2936,250,5000,2211.5302,924.0264716,6/7/1925,9/1/2018
q34931k,3503,400,3900,2052.8235,797.0266241,2/28/1915,6/23/2028
r15251p,375,150,3999,1796.1026,741.1929041,2/9/1965,12/5/2026
a74656z,5351,199,7650,1554.3566,697.870043,9/24/1932,10/21/2021
z50112z,9591,390,14000,2311.75,3096.468684,4/12/1916,7/13/2024
f90366a,6491,1750,7500,4058.5333,1521.648442,5/6/1970,10/28/2022
l82056b,1100,1000,8250,3468.34,1584.466568,1/19/1909,1/13/2028
p72284l,3506,300,8900,3108.1622,1624.891972,4/9/1910,9/9/2021
u10825i,769,500,5900,3000.7692,1179.623705,11/23/1971,12/28/2018
c50797n,2418,450,5990,2658.4211,1158.815426,8/1/1983,10/22/2020
n53592i,382,300,6599,2673.8654,1249.132376,1/12/1966,11/11/2021
b13887n,6425,333,9500,2468.937,1142.631997,6/17/2012,9/18/2018
s97583v,2108,150,7000,1924.7872,934.3312416,12/25/1999,6/28/2023
b26142s,4117,650,4299,2610.7222,866.8447769,6/20/1907,4/12/2025
w54634x,26420,2350,29900,6220.5294,6085.212241,1/9/1922,8/23/2018
q83940g,6992,650,7350,3277.3721,1408.455249,11/25/1985,8/20/2021
c64290k,3458,299,6990,3156.4107,1447.133309,9/1/1942,3/21/2023
h97194x,7485,600,17500,3333.8462,2334.507217,9/4/2009,5/12/2022
b66794d,5124,750,6199,3082.084,1046.35426,12/17/1910,8/28/2029
r89126z,6662,350,6850,2838.8083,1188.459071,5/2/2016,12/6/2029
u84192n,25421,200,26880,2634.1027,1592.702889,12/9/1964,10/13/2025
h29630n,8271,1000,8999,5355.6875,1784.429381,1/3/1975,10/23/2020
z69759r,4479,3100,5990,4451.2222,765.7720545,12/2/1936,9/7/2023
g91654x,2895,1800,7000,4139.9167,1311.325059,4/28/1947,12/28/2020
i67151i,6126,1500,6850,4498.8158,1295.168671,1/17/1960,11/18/2023
j67924g,17935,1450,18900,4384.5395,2142.44738,2/13/1971,3/15/2027
m97939a,4377,999,11400,3675.3165,1470.441136,3/9/1912,2/2/2023
l63785k,13348,300,22500,2800.7284,1571.64494,6/13/1932,6/4/2018
t18979i,5716,690,5900,2742.1875,1811.910739,11/4/1965,11/25/2029
j73765n,13554,2750,16000,5588.7273,3553.597488,9/5/1995,9/28/2027
h84487f,15366,2299,16200,5819.4091,2938.946126,6/1/1974,8/23/2019
x26753e,9242,1999,9800,4700.1489,1854.35235,4/28/1937,8/6/2018
d58194l,3322,799,9200,4866.3276,2048.37906,10/18/1923,5/22/2018
p35959z,3679,700,16900,4387.1839,2117.878968,2/8/1909,3/13/2020
c72669v,1475,275,17000,3295.2643,1780.398794,5/10/1976,10/22/2026
q53314p,6628,3899,12000,7361.6364,2617.754286,10/26/1990,8/22/2027
y65690y,2132,1500,12800,6624.9,2866.199607,4/7/1960,4/18/2019
z87729u,1660,650,13900,6759.2667,3186.551249,7/20/1944,2/19/2019
q24970v,12190,799,13000,6120.7043,2326.315803,12/21/1916,11/12/2029
g15161f,1766,150,36000,4383.8052,2443.308922,8/23/1951,11/7/2028
g33054d,5478,1680,9950,7830.7143,2374.397561,4/11/1917,6/6/2029
w64190y,4319,2700,10000,7117.15,1707.985459,7/14/1922,9/12/2027
v54295w,6433,3330,13399,7555.8636,1925.23949,2/4/1940,8/4/2026
p97214g,7027,450,20000,5240.2277,2448.41793,4/12/1929,12/18/2019
l93894f,10359,6500,12750,10302.5,1842.096292,12/18/1912,8/3/2030
r23710o,11701,5700,12499,9559.6923,1816.989962,12/15/1925,7/5/2022
f58419u,10800,1000,14500,9562.4074,3030.135864,11/13/1978,11/26/2021
b98821r,2910,1990,13500,7996.186,2916.499441,2/7/1995,8/4/2024
k73333x,13921,200,15499,5430.1928,2226.283725,8/11/1967,1/16/2019
d74321s,4973,850,12500,8550.1765,2521.134752,5/2/2001,11/17/2024
b24017z,9031,699,12999,6376.4621,2375.990426,3/16/1921,1/24/2022
l83394z,18191,4999,19200,12336.1818,4184.384408,11/20/1908,5/7/2020
f40449c,21554,500,23680,10957.1333,4982.353124,8/25/1940,1/18/2027
g85481v,6255,2600,16499,8310.2444,2730.971006,7/13/1964,12/6/2019
q20297q,13554,1800,45900,8014.5301,6225.964301,7/24/1941,6/15/2019
o10596z,15796,1950,20000,7592.4262,3244.829968,6/8/1926,8/23/2025
j46158n,15312,6650,22000,14982,4378.714472,8/23/1980,4/26/2025
e12431u,3032,2999,21500,10554.7143,3649.598805,11/12/1971,7/10/2020
c53422z,22552,3900,33996,13853.6061,8631.120567,8/12/1934,8/6/2022
k27073p,17645,2750,59911,10955.2857,7171.793056,4/11/1927,4/17/2027
s60976z,8595,7990,26499,15237.1111,4792.13077,4/11/1990,2/28/2025
h68082l,2801,1000,3500,2194.8889,700.229398,5/3/1974,9/11/2020
d85316g,1514,300,3750,1977.1842,776.5691027,10/17/1913,10/21/2029
c57050l,3182,1599,4000,2758.4286,712.3706614,11/3/1912,9/1/2025
v13498o,1565,999,5500,2846.4211,1053.445341,10/5/1971,10/16/2021
y87210n,2404,600,5500,2662.2857,913.5098494,2/10/1962,2/2/2021
n67480i,742,150,7500,2573.3636,1134.03464,2/24/1955,2/16/2023
w14084u,2529,1100,4650,2588.5696,786.0171139,1/20/1965,5/24/2026
s89759v,2414,290,4500,2308.8559,843.9527104,3/8/1965,12/27/2027
z88845z,2164,150,5000,2269.4966,873.770198,9/25/1904,9/17/2021
d94941h,5468,120,8000,2079.7573,870.7939126,2/11/1905,3/3/2025
g42798v,8150,150,10000,1827.6329,746.3017427,1/25/1986,6/4/2025
e47421f,2361,1800,7000,4316.4167,1497.864283,1/22/1915,11/25/2028
t19268d,6444,850,7690,3287.5333,1642.355173,6/26/1986,10/17/2028
v42271b,4553,500,8490,4279.8077,1803.741902,10/24/1969,3/9/2020
z35117f,3654,2100,6999,3932.6207,1305.138978,10/1/1971,10/23/2023
m48933v,1773,1450,8999,3619.3284,1750.540926,3/8/1983,12/15/2020
o51517r,8602,300,9000,3321.3768,1444.692456,2/25/1974,1/16/2028
h48657s,1577,300,6300,3054.1081,1256.885865,12/7/2011,9/28/2030
r18058s,931,429,7299,2797.0546,1151.024581,9/6/1914,10/4/2024
b13013y,8544,150,17200,2527.4328,1281.938226,6/4/1931,6/22/2024
o18192e,3207,1800,5250,3449.9091,1187.774883,2/26/1906,12/4/2025
v90637p,1566,990,6099,3968.6364,1703.49866,12/1/1942,11/15/2020
k63126d,3907,1990,5876,3862.2632,1177.723533,8/18/1929,3/15/2026
z10593j,5701,1600,7800,4381.0769,1408.262821,2/27/1973,4/22/2027
v92594t,2617,400,8799,4203.2791,1926.144882,12/26/1979,9/14/2018
k59670o,10333,1000,14250,4533.8025,1861.800538,2/17/1970,4/9/2027
m82321r,7744,990,15600,4377.5966,2085.887222,2/17/1996,1/22/2027
x63259f,2779,500,8999,3956.944,1623.697303,6/13/1979,11/3/2021
k27749v,6958,350,18490,3409.1856,1605.587442,1/1/1911,1/24/2030
v84729u,705,299,14900,3203.3105,1490.424939,1/12/1919,11/18/2027
i40432u,5597,1050,6600,2649.8125,1343.458746,2/3/1981,12/3/2027
p94315a,6385,2990,7500,4858.8571,1261.349553,2/23/1900,11/23/2028
o42756j,6735,1450,10009,5669.8462,2274.390226,6/5/2013,11/17/2018
r23657t,5844,2200,8700,5068.6341,1606.956444,3/2/1956,6/1/2024
p80879i,1863,1280,9999,5071.5208,1975.617034,5/16/1906,11/19/2021
k82924c,7257,1800,18500,5325.48,2859.821712,11/27/1908,5/15/2021
a17971s,9145,590,15000,4502.7827,1746.978597,7/19/1979,11/17/2026
a97220u,14178,300,21900,3309.0246,1561.067315,3/21/1972,10/19/2019
t95216l,3548,1250,4500,3246.3636,939.3157348,12/7/2000,7/5/2018
c50941q,2845,1200,10700,6460.8125,2347.950149,11/1/2015,7/26/2030
e81529b,6123,900,11490,5898.5833,2210.611302,6/28/1987,11/28/2019
u84347b,7880,3900,10500,5633.4,1504.575701,6/18/1982,4/5/2021
v63135a,9639,1600,11900,5425.925,2064.255125,6/16/1975,6/7/2026
f40666u,7188,800,10000,5522.3667,2204.786051,4/17/1902,11/21/2020
y30829l,11409,999,19990,5183.4141,2351.435674,9/14/1997,2/22/2029
g77511f,4986,300,18900,4065.9412,1915.609396,8/24/2003,8/22/2025
l92798k,11716,3250,13500,9642.9474,2672.321669,12/11/1905,7/23/2030
n21710z,4545,2500,12300,8114.75,2760.538995,12/8/1964,9/1/2028
p40437x,12318,1000,13990,8322.1818,2999.25125,5/13/1956,2/19/2026
f41422h,25297,1800,36900,7938.8333,5139.555551,11/25/1979,6/6/2022
e19082t,9661,600,16000,6626.2907,2572.207259,11/10/1959,10/18/2030
f67019f,11248,400,29500,5088.2012,2514.25909,8/21/1946,7/18/2030
m62328t,14399,3000,14999,10301.1,3006.47704,10/2/1919,8/23/2022
d97992f,5597,4700,14900,8678.3158,2859.870885,2/19/2005,3/18/2028
z34780a,1650,999,12999,8424.9,3550.092969,7/12/1939,11/21/2030
g64752y,14014,2500,30990,8187.3293,3668.348708,5/18/1999,1/23/2026
d77454r,4064,350,23000,6465.7919,3106.968156,10/27/1977,2/16/2029
z92384a,8696,3950,13700,9393.25,2799.978783,3/15/1921,10/25/2021
m70667p,4055,1350,11999,7175.1905,2771.799701,6/28/1988,3/14/2024
b55231a,10745,850,19500,6680.4071,2453.151866,10/8/2001,2/16/2025
t55883d,16750,4999,16900,10594.6977,3278.259901,1/21/1921,2/1/2020
c31062n,71966,1650,99000,7941.3536,4539.616488,5/8/1982,4/7/2021
r87697h,4247,2000,18800,9983.3077,4727.203815,5/25/1970,7/21/2020
n83544g,15711,4399,18900,10668.975,3124.275952,10/15/1985,2/13/2022
u95762s,11545,900,34000,8929.7563,3500.454471,12/5/1913,12/1/2022
j58989c,9484,2200,17999,10126.5556,4270.707126,7/15/1908,6/25/2023
s72049n,12227,1300,42900,8411.2256,4700.488409,12/21/2008,10/8/2021
m76140a,10973,8888,17900,11909.6667,2232.571587,12/15/1942,11/23/2019
i22822o,6401,3888,16950,10002.087,3138.030647,9/2/1906,12/28/2030
o34671k,7281,2299,21500,10769.4545,4513.201129,7/10/2015,8/9/2018
k33640y,91021,3400,99999,17815.193,16397.9103,5/26/1938,4/18/2029
f59948q,26059,11500,28000,17738.5,5922.663792,4/24/1962,11/22/2025
e97371f,31748,3900,35500,12415.3972,4453.281853,11/17/1942,9/12/2020
r37073f,11595,8299,37900,16396.6875,6070.615328,9/20/2016,11/28/2024
l61555v,1986,300,4250,2498.85,986.3905553,3/23/2008,3/3/2029
v67282g,3955,300,4299,1884.6471,969.7740453,5/6/1953,6/20/2027
f63866q,560,350,6500,3727.4375,1325.739321,11/23/1954,1/28/2018
f31828y,3403,1399,5500,3273.4242,978.6868144,5/17/1937,10/28/2025
x48443j,5187,1200,5900,3253.069,943.7924754,6/7/2006,9/6/2018
o93674s,4538,350,6250,2841.0843,1071.80863,3/3/2010,4/3/2025
c65863a,4271,600,6400,2546.2294,949.9955155,3/4/1969,6/9/2021
b63266w,1234,500,5300,2649.4924,932.949928,10/8/2003,11/25/2018
r21350q,2447,350,5250,2470.7,914.5699763,2/16/1905,1/6/2019
t61754n,2689,150,6000,2262.4404,961.7733033,8/17/1987,9/15/2020
g81655m,891,110,7500,1986.8788,878.1580139,8/17/2008,11/9/2029
u63316t,6670,3900,6950,4750,1018.688997,2/19/1977,12/8/2024
f11920s,4056,2380,5750,3788.1765,768.842693,11/16/1965,11/9/2028
k86064f,5694,790,6700,3587.3448,1446.998827,1/18/1989,10/6/2027
f67586a,5844,600,7999,4148.9143,1637.443013,6/4/2000,2/15/2019
s59289q,4926,650,8500,3688.0893,1500.263444,2/5/2002,3/15/2019
y15766d,7313,1000,8499,4001.837,1501.882922,1/5/1937,2/28/2028
b90969l,3418,280,8299,3509.8105,1572.825104,10/15/1971,11/22/2026
r76619j,1873,1000,7990,3431.5235,1461.474357,1/8/1948,4/17/2025
u78037t,2968,250,7350,3148.192,1412.266402,1/17/1981,6/24/2030
e42445h,3884,140,12700,2749.7553,1287.004081,2/22/1912,4/17/2030
g90153f,5037,1000,8999,3338.2581,1542.540112,8/10/1984,7/15/2025
i42090e,6014,2200,6900,4375,1384.061054,10/27/1914,5/14/2023
w14116a,12021,3000,12200,6670.5625,1957.444698,5/7/1915,8/24/2025
s64114m,1033,1000,8500,5206.4762,1593.808306,9/17/1976,11/7/2024
p98494j,5621,2590,11000,5199.7143,1732.811317,5/19/1962,6/8/2022
g55940l,5582,1500,8900,4656.7321,1330.071863,11/20/1926,11/26/2019
